id,title,vote_average,vote_count,revenue,runtime,imdb_id,original_language,overview,popularity,genres,spoken_languages,keywords
3933,Corpse Bride,7.527,8216,118133252,77,tt0121164,en,"Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",77.94,"Romance, Fantasy, Animation",English,"skeleton, love triangle, cheating, wedding vows, shyness, arranged marriage, marriage, grave, musical, wedding ring, money, stop motion, wedding, corpse, wedding ceremony, playing piano, parents, dark fantasy, ring, scoundrel, 19th century, underworld"
177677,Mission: Impossible - Rogue Nation,7.19,8182,682716636,131,tt2381249,en,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",64.814,"Action, Adventure","German, English, Swedish","mission, london, england, spy, morocco, villain, austria, europe, sequel, conspiracy, vienna, austria, vienna opera"
45269,The King's Speech,7.74,8145,414211549,118,tt1504320,en,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",29.833,"Drama, History",English,"great britain, marriage, stutter, monarchy, palace, radio, radio transmission, royal family, based on true story, death of father, speech, royalty, historical fiction, 1930s, british royal family, british monarchy, winston churchill, speech therapy, corgi"
156022,The Equalizer,7.247,8145,192330738,132,tt0455944,en,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",186.613,"Thriller, Action, Crime",English,"assassin, corruption, hitman, call girl, sadism, hostage, gangster, fbi, gore, remake, sociopath, revenge, vigilante, organized crime, teenage prostitute, commando, interrogation, surveillance, fake death, ex soldier, loner, black ops, hand to hand combat, mysterious past, vigilante justice"
620,Ghostbusters,7.467,8143,296187079,107,tt0087332,en,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",29.78,"Comedy, Fantasy",English,"new york city, environmental protection agency, library, supernatural, paranormal phenomena, loser, slime, gatekeeper, nerd, giant monster, haunting, hybrid, possession, mythology, horror spoof, paranormal investigation, urban setting, super power, receptionist, world trade center, ghost, duringcreditsstinger, ghostbusters"
109439,The Hangover Part III,6.211,8097,362000072,100,tt1951261,en,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",48.629,Comedy,English,las vegas
954,Mission: Impossible,6.968,8089,457731198,110,tt0117060,en,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",44.884,"Adventure, Action, Thriller","English, French, Czech","mission, london, england, cia, computer, paris, france, undercover, espionage, secret mission, arms deal, spy, secret identity, headquarter, embassy, secret base, prague, czech republic, secret agent, tgv, terrorism, agent"
466282,To All the Boys I've Loved Before,7.642,8045,0,100,tt3846674,en,Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,38.926,"Comedy, Romance",English,"high school, based on novel or book, love letter, romance, first love, lost mother, woman director, sisterhood, pretend relationship, based on young adult novel, asian american"
76492,Hotel Transylvania,7.0,8037,358375603,91,tt0837562,en,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",50.394,"Animation, Comedy, Family, Fantasy",English,"hotel, witch, vampire, romance, love, zombie, invisible person, duringcreditsstinger, nosferatu, protective father, magical creature, father daughter relationship"
254128,San Andreas,6.229,8036,473990832,114,tt2126355,en,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",142.742,"Action, Drama, Thriller",English,"california, earthquake, disaster, tidal wave, catastrophe, disaster movie, san andreas, california, helicopter crash, rescue operation, 末日"
281338,War for the Planet of the Apes,7.16,8030,490719763,140,tt3450958,en,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",41.094,"Drama, Science Fiction, War",English,"suicide, based on novel or book, slavery, sequel, anthropomorphism, revenge, ape, avalanche, virus, father son relationship, 2040s"
474350,It Chapter Two,6.854,8021,473122525,169,tt7349950,en,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",72.553,"Horror, Fantasy",English,"based on novel or book, clown, carnival, sequel, remake, maine, creature, fear, lgbt, ancient evil, loss of a friend"
300668,Annihilation,6.398,8014,43070915,115,tt2798920,en,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",32.793,"Science Fiction, Horror",English,"depression, florida, quarantine, coma, based on novel or book, mutation, self-destruction, professor, dna, expedition, transformation, alligator, hybrid, swamp, meteor, grief, physicist, cancer, memory loss, psychologist, scientist, paramedic, missing person, beast, geologist, biologist, unusual phenomena, compound, missing husband, fauna, mysterious life form, flora"
180,Minority Report,7.3,8013,358372926,145,tt0181689,en,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",30.06,"Action, Thriller, Science Fiction, Mystery","English, Swedish","washington dc, usa, police chief, precognition, hologram, futuristic, murder, conspiracy, police chase, drugs, home video, based on short story, ex-husband ex-wife relationship, mentor protégé relationship, tech noir, stasis, prevention, missing son, future noir, loss of child, surveillance state, psychic vision, conspiracy thriller, 2050s"
152532,Dallas Buyers Club,7.932,8004,55736588,117,tt0790636,en,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",20.121,"Drama, History","English, Japanese","aids, homophobia, rodeo, texas, biography, dallas texas, based on true story, hiv, drugs, lgbt, treatment, 1980s, trans woman"
453395,Doctor Strange in the Multiverse of Madness,7.355,7991,955775804,126,tt9419884,en,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",96.53,"Fantasy, Action, Adventure","Cantonese, English, Spanish","magic, superhero, based on comic, alternate reality, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
